"Transaction Date","Revenue Location ID","Revenue Location Name","Transaction Location ID","Transaction Location Name","Payment Type","Product ID","Product Name","Amount","Account ID","Account Name","Batch/Deposit Date","Batch ID","Deposit ID","Revenue Note"
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5124","074","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/04/2020","286572550","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","DISC","","","54.00","2000.1601.000300000","Default Overpayment Deposit","03/08/2020","286775948","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","DISC","5143","043","(48.00)","3000.1601.434410003","campsite rentals","03/08/2020","286775948","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","DISC","5143","043","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/08/2020","286775948","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","","","87.00","2000.1601.000300000","Default Overpayment Deposit","03/08/2020","286775948","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5263","083","(36.00)","3000.1601.434410003","campsite rentals","03/08/2020","286775948","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5263","083","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/08/2020","286775948","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5264","084","(36.00)","3000.1601.434410003","campsite rentals","03/08/2020","286775948","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5264","084","(9.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/08/2020","286775948","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","","","54.00","2000.1601.000300000","Default Overpayment Deposit","03/09/2020","286826836","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","3981","093","(48.00)","3000.1601.434410003","campsite rentals","03/09/2020","286826836","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","3981","093","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/09/2020","286826836","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","","","108.00","2000.1601.000300000","Default Overpayment Deposit","03/11/2020","286925409","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5242","038","(48.00)","3000.1601.434410003","campsite rentals","03/11/2020","286925409","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5242","038","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/11/2020","286925409","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5277","037","(48.00)","3000.1601.434410003","campsite rentals","03/11/2020","286925409","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5277","037","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/11/2020","286925409","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","","","75.00","2000.1601.000300000","Default Overpayment Deposit","03/12/2020","286970210","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5123","073","(66.00)","3000.1601.434410003","campsite rentals","03/12/2020","286970210","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5123","073","(9.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/12/2020","286970210","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","","","198.00","2000.1601.000300000","Default Overpayment Deposit","03/14/2020","287074490","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","3977","089","(72.00)","3000.1601.434410003","campsite rentals","03/14/2020","287074490","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","3977","089","(9.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/14/2020","287074490","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5260","080","(54.00)","3000.1601.434410003","campsite rentals","03/14/2020","287074490","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5260","080","(9.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/14/2020","287074490","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5301","051","(48.00)","3000.1601.434410003","campsite rentals","03/14/2020","287074490","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5301","051","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/14/2020","287074490","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","","","42.00","2000.1601.000300000","Default Overpayment Deposit","03/15/2020","287127446","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5303","064","(36.00)","3000.1601.434410003","campsite rentals","03/15/2020","287127446","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","5303","064","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/15/2020","287127446","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","MC","","","210.00","2000.1601.000300000","Default Overpayment Deposit","03/16/2020","287171863","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","MC","3976","088","(186.00)","3000.1601.434410003","campsite rentals","03/16/2020","287171863","",""
"03/27/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","MC","3976","088","(24.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/16/2020","287171863","",""
"03/30/2020","12802834","Medoc Mountain State Park","12802834","Medoc Mountain State Park","CASH","","","77.00","2000.1601.000300000","Default Overpayment Deposit","02/17/2020","","285895723",""
"03/30/2020","12802834","Medoc Mountain State Park","12802834","Medoc Mountain State Park","CASH","1403","Shelter","(80.00)","3000.1601.434410008","Picnic Shelter rentals","02/17/2020","","285895723",""
"03/30/2020","12802834","Medoc Mountain State Park","12802834","Medoc Mountain State Park","CASH","1403","Shelter","3.00","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","02/17/2020","","285895723",""
"03/30/2020","12802860","Pilot Mountain State Park","12802860","Pilot Mountain State Park","VISA","","","0.00","2000.1601.000300000","Default Overpayment Deposit","03/28/2020","287474058","",""
"03/30/2020","12802860","Pilot Mountain State Park","12802860","Pilot Mountain State Park","VISA","1682","003","26.00","2000.1601.000218110","Gift Card","03/28/2020","287474058","",""
"03/30/2020","12802860","Pilot Mountain State Park","12802860","Pilot Mountain State Park","VISA","1682","003","(23.00)","3000.1601.434410003","campsite rentals","03/28/2020","287474058","",""
"03/30/2020","12802860","Pilot Mountain State Park","12802860","Pilot Mountain State Park","VISA","1682","003","(3.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/28/2020","287474058","",""
"03/31/2020","12802853","Lake Norman State Park","12802853","Lake Norman State Park","DISC","","","(198.00)","2000.1601.000218110","Gift Card","02/19/2020","285995756","",""
"03/31/2020","12802853","Lake Norman State Park","12802853","Lake Norman State Park","DISC","","","198.00","2000.1601.000300000","Default Overpayment Deposit","02/19/2020","285995756","",""
"03/31/2020","12802856","Morrow Mountain State Park","12802856","Morrow Mountain State Park","CASH","","","(0.01)","3000.1601.000200000","Default Overage/Shortage","04/03/2020","","287583707",""
"03/31/2020","12802856","Morrow Mountain State Park","12802856","Morrow Mountain State Park","CASH","140853","discounted shirts","1.31","2000.1601.000211940","sales tax payable","04/03/2020","","287583707",""
"03/31/2020","12802856","Morrow Mountain State Park","12802856","Morrow Mountain State Park","CASH","140853","discounted shirts","18.70","3000.1601.434150004","PFR Revenues-Other","04/03/2020","","287583707",""
"03/31/2020","12802856","Morrow Mountain State Park","12802856","Morrow Mountain State Park","PER CHQ","9200","Reimbursement-Other Utilities","393.81","3000.1601.000538322","Reimbursement-operating expenses","04/03/2020","","287583707",""
"03/31/2020","12802856","Morrow Mountain State Park","12802856","Morrow Mountain State Park","VISA","9200","Reimbursement-Other Utilities","397.71","3000.1601.000538322","Reimbursement-operating expenses","03/31/2020","287563852","",""
"03/31/2020","12802856","Morrow Mountain State Park","12802856","Morrow Mountain State Park","VISA","68552","MOMO - STONEWARE MUG","1.44","2000.1601.000211940","sales tax payable","03/31/2020","287563852","",""
"03/31/2020","12802856","Morrow Mountain State Park","12802856","Morrow Mountain State Park","VISA","68552","MOMO - STONEWARE MUG","20.56","3000.1601.434150004","PFR Revenues-Other","03/31/2020","287563852","",""
"03/31/2020","12802856","Morrow Mountain State Park","12802856","Morrow Mountain State Park","VISA","129602","short sleeve","0.98","2000.1601.000211940","sales tax payable","03/31/2020","287563852","",""
"03/31/2020","12802856","Morrow Mountain State Park","12802856","Morrow Mountain State Park","VISA","129602","short sleeve","14.02","3000.1601.434150004","PFR Revenues-Other","03/31/2020","287563852","",""
"03/31/2020","12802859","New River State Park","12802859","New River State Park","VISA","","","74.00","2000.1601.000300000","Default Overpayment Deposit","02/24/2020","286175370","",""
"03/31/2020","12802859","New River State Park","12802859","New River State Park","VISA","6065","024","(19.00)","3000.1601.434410003","campsite rentals","02/24/2020","286175370","",""
"03/31/2020","12802859","New River State Park","12802859","New River State Park","VISA","6065","024","(3.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","02/24/2020","286175370","",""
"03/31/2020","12802859","New River State Park","12802859","New River State Park","VISA","6067","026","(19.00)","3000.1601.434410003","campsite rentals","02/24/2020","286175370","",""
"03/31/2020","12802859","New River State Park","12802859","New River State Park","VISA","6067","026","(3.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","02/24/2020","286175370","",""
"03/31/2020","12802859","New River State Park","12802859","New River State Park","VISA","144052","New River Prathers Creek Primitive Paddle-in ONLY Campground","(24.00)","3000.1601.434410003","campsite rentals","02/24/2020","286175370","",""
"03/31/2020","12802859","New River State Park","12802859","New River State Park","VISA","144052","New River Prathers Creek Primitive Paddle-in ONLY Campground","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","02/24/2020","286175370","",""
"03/31/2020","12802860","Pilot Mountain State Park","12802860","Pilot Mountain State Park","VISA","","","30.00","2000.1601.000300000","Default Overpayment Deposit","02/24/2020","286175370","",""
"03/31/2020","12802861","South Mountains State Park","12802861","South Mountains State Park","VISA","79254","Charcoal","0.24","2000.1601.000211940","sales tax payable","03/31/2020","287563852","",""
"03/31/2020","12802861","South Mountains State Park","12802861","South Mountains State Park","VISA","79254","Charcoal","3.51","3000.1601.434150004","PFR Revenues-Other","03/31/2020","287563852","",""
"03/31/2020","12802861","South Mountains State Park","12802861","South Mountains State Park","VISA","81952","Duraflame Fire Log","0.47","2000.1601.000211940","sales tax payable","03/31/2020","287563852","",""
"03/31/2020","12802861","South Mountains State Park","12802861","South Mountains State Park","VISA","81952","Duraflame Fire Log","7.02","3000.1601.434150004","PFR Revenues-Other","03/31/2020","287563852","",""
"03/31/2020","12802861","South Mountains State Park","12802861","South Mountains State Park","VISA","83302","Marshmallows","0.09","2000.1601.000211940","sales tax payable","03/31/2020","287563852","",""
"03/31/2020","12802861","South Mountains State Park","12802861","South Mountains State Park","VISA","83302","Marshmallows","1.40","3000.1601.434150004","PFR Revenues-Other","03/31/2020","287563852","",""
"03/31/2020","12802861","South Mountains State Park","12802861","South Mountains State Park","VISA","91702","Rope","0.28","2000.1601.000211940","sales tax payable","03/31/2020","287563852","",""
"03/31/2020","12802861","South Mountains State Park","12802861","South Mountains State Park","VISA","91702","Rope","4.21","3000.1601.434150004","PFR Revenues-Other","03/31/2020","287563852","",""
"03/31/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","3670","S.P. Community Bldg.","0.00","3000.1601.434410007","Community Building rentals ","01/18/2020","284683059","",""
"03/31/2020","12802904","Kerr Lake State Recreation Area","12802904","Kerr Lake State Recreation Area","VISA","3670","S.P. Community Bldg.","0.00","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","01/18/2020","284683059","",""
"04/01/2020","12802811","Hammocks Beach State Park","12802811","Hammocks Beach State Park","VISA","","","60.00","2000.1601.000300000","Default Overpayment Deposit","01/30/2020","285173025","",""
"04/01/2020","12802811","Hammocks Beach State Park","12802811","Hammocks Beach State Park","VISA","1605","009","(24.00)","3000.1601.434410003","campsite rentals","01/30/2020","285173025","",""
